title,slug,url,difficulty,acceptance_rate,prompt,examples,tags
Make Array Elements Equal to Zero,make-array-elements-equal-to-zero,https://leetcode.com/problems/make-array-elements-equal-to-zero/,1,55.42,,,
Find the Original Typed String I,find-the-original-typed-string-i,https://leetcode.com/problems/find-the-original-typed-string-i/,1,56.48,,,
Find the Number of K-Even Arrays,find-the-number-of-k-even-arrays,https://leetcode.com/problems/find-the-number-of-k-even-arrays/,2,57.03,,,
Maximize Amount After Two Days of Conversions,maximize-amount-after-two-days-of-conversions,https://leetcode.com/problems/maximize-amount-after-two-days-of-conversions/,2,58.22,,,
Construct the Minimum Bitwise Array II,construct-the-minimum-bitwise-array-ii,https://leetcode.com/problems/construct-the-minimum-bitwise-array-ii/,2,34.6,,,
Adjacent Increasing Subarrays Detection I,adjacent-increasing-subarrays-detection-i,https://leetcode.com/problems/adjacent-increasing-subarrays-detection-i/,1,42.82,,,
Find X-Sum of All K-Long Subarrays I,find-x-sum-of-all-k-long-subarrays-i,https://leetcode.com/problems/find-x-sum-of-all-k-long-subarrays-i/,1,63.43,,,
Find the Number of Subsequences With Equal GCD,find-the-number-of-subsequences-with-equal-gcd,https://leetcode.com/problems/find-the-number-of-subsequences-with-equal-gcd/,3,28.34,,,
Calculate Product Final Price,calculate-product-final-price,https://leetcode.com/problems/calculate-product-final-price/,2,80.2,,,
Minimum Division Operations to Make Array Non Decreasing,minimum-division-operations-to-make-array-non-decreasing,https://leetcode.com/problems/minimum-division-operations-to-make-array-non-decreasing/,2,28.42,,,
Construct the Minimum Bitwise Array I,construct-the-minimum-bitwise-array-i,https://leetcode.com/problems/construct-the-minimum-bitwise-array-i/,1,73.79,,,
Minimum Element After Replacement With Digit Sum,minimum-element-after-replacement-with-digit-sum,https://leetcode.com/problems/minimum-element-after-replacement-with-digit-sum/,1,83.34,,,
Check if DFS Strings Are Palindromes,check-if-dfs-strings-are-palindromes,https://leetcode.com/problems/check-if-dfs-strings-are-palindromes/,3,17.78,,,
Find the Number of Possible Ways for an Event,find-the-number-of-possible-ways-for-an-event,https://leetcode.com/problems/find-the-number-of-possible-ways-for-an-event/,3,32.8,,,
Sum of Consecutive Subarrays,sum-of-consecutive-subarrays,https://leetcode.com/problems/sum-of-consecutive-subarrays/,2,41.32,,,
Find the K-th Character in String Game II,find-the-k-th-character-in-string-game-ii,https://leetcode.com/problems/find-the-k-th-character-in-string-game-ii/,3,26.89,,,
Find the K-th Character in String Game I,find-the-k-th-character-in-string-game-i,https://leetcode.com/problems/find-the-k-th-character-in-string-game-i/,1,72.87,,,
Rearrange K Substrings to Form Target String,rearrange-k-substrings-to-form-target-string,https://leetcode.com/problems/rearrange-k-substrings-to-form-target-string/,2,55.94,,,
Identify the Largest Outlier in an Array,identify-the-largest-outlier-in-an-array,https://leetcode.com/problems/identify-the-largest-outlier-in-an-array/,2,35.06,,,
Find X-Sum of All K-Long Subarrays II,find-x-sum-of-all-k-long-subarrays-ii,https://leetcode.com/problems/find-x-sum-of-all-k-long-subarrays-ii/,3,15.71,,,
Shift Distance Between Two Strings,shift-distance-between-two-strings,https://leetcode.com/problems/shift-distance-between-two-strings/,2,52.48,,,
Find the Maximum Factor Score of Array,find-the-maximum-factor-score-of-array,https://leetcode.com/problems/find-the-maximum-factor-score-of-array/,2,40.24,,,
Maximum Total Area Occupied by Pistons,maximum-total-area-occupied-by-pistons,https://leetcode.com/problems/maximum-total-area-occupied-by-pistons/,3,54.68,,,
Find Candidates for Data Scientist Position II,find-candidates-for-data-scientist-position-ii,https://leetcode.com/problems/find-candidates-for-data-scientist-position-ii/,2,42.62,,,
Count The Number of Winning Sequences,count-the-number-of-winning-sequences,https://leetcode.com/problems/count-the-number-of-winning-sequences/,3,30.97,,,
Maximum Points Tourist Can Earn,maximum-points-tourist-can-earn,https://leetcode.com/problems/maximum-points-tourist-can-earn/,2,45.78,,,
Constructing Two Increasing Arrays,constructing-two-increasing-arrays,https://leetcode.com/problems/constructing-two-increasing-arrays/,3,62.44,,,
Find Overlapping Shifts II,find-overlapping-shifts-ii,https://leetcode.com/problems/find-overlapping-shifts-ii/,3,59.13,,,
Find the Lexicographically Smallest Valid Sequence,find-the-lexicographically-smallest-valid-sequence,https://leetcode.com/problems/find-the-lexicographically-smallest-valid-sequence/,2,20.24,,,
Sorted GCD Pair Queries,sorted-gcd-pair-queries,https://leetcode.com/problems/sorted-gcd-pair-queries/,3,19.48,,,
The Two Sneaky Numbers of Digitville,the-two-sneaky-numbers-of-digitville,https://leetcode.com/problems/the-two-sneaky-numbers-of-digitville/,1,88.23,,,
Maximum Possible Number by Binary Concatenation,maximum-possible-number-by-binary-concatenation,https://leetcode.com/problems/maximum-possible-number-by-binary-concatenation/,2,64.93,,,
Find Indices of Stable Mountains,find-indices-of-stable-mountains,https://leetcode.com/problems/find-indices-of-stable-mountains/,1,85.93,,,
Find the Occurrence of First Almost Equal Substring,find-the-occurrence-of-first-almost-equal-substring,https://leetcode.com/problems/find-the-occurrence-of-first-almost-equal-substring/,3,13.53,,,
Construct 2D Grid Matching Graph Layout,construct-2d-grid-matching-graph-layout,https://leetcode.com/problems/construct-2d-grid-matching-graph-layout/,3,27.31,,,
Convert Doubly Linked List to Array I,convert-doubly-linked-list-to-array-i,https://leetcode.com/problems/convert-doubly-linked-list-to-array-i/,1,94.85,,,
Find the Maximum Sequence Value of Array,find-the-maximum-sequence-value-of-array,https://leetcode.com/problems/find-the-maximum-sequence-value-of-array/,3,18.37,,,
Find Overlapping Shifts,find-overlapping-shifts,https://leetcode.com/problems/find-overlapping-shifts/,2,61.38,,,
Find Subtree Sizes After Changes,find-subtree-sizes-after-changes,https://leetcode.com/problems/find-subtree-sizes-after-changes/,2,54.41,,,
Count Substrings That Can Be Rearranged to Contain a String I,count-substrings-that-can-be-rearranged-to-contain-a-string-i,https://leetcode.com/problems/count-substrings-that-can-be-rearranged-to-contain-a-string-i/,2,41.22,,,
Count Substrings That Can Be Rearranged to Contain a String II,count-substrings-that-can-be-rearranged-to-contain-a-string-ii,https://leetcode.com/problems/count-substrings-that-can-be-rearranged-to-contain-a-string-ii/,3,55.36,,,
Length of the Longest Increasing Path,length-of-the-longest-increasing-path,https://leetcode.com/problems/length-of-the-longest-increasing-path/,3,16.89,,,
Count of Substrings Containing Every Vowel and K Consonants II,count-of-substrings-containing-every-vowel-and-k-consonants-ii,https://leetcode.com/problems/count-of-substrings-containing-every-vowel-and-k-consonants-ii/,2,40.73,,,
Count of Substrings Containing Every Vowel and K Consonants I,count-of-substrings-containing-every-vowel-and-k-consonants-i,https://leetcode.com/problems/count-of-substrings-containing-every-vowel-and-k-consonants-i/,2,41.02,,,
Find the Key of the Numbers,find-the-key-of-the-numbers,https://leetcode.com/problems/find-the-key-of-the-numbers/,1,75.93,,,
Convert Date to Binary,convert-date-to-binary,https://leetcode.com/problems/convert-date-to-binary/,1,88.27,,,
Minimize Connected Groups by Inserting Interval,minimize-connected-groups-by-inserting-interval,https://leetcode.com/problems/minimize-connected-groups-by-inserting-interval/,2,50.3,,,
Find the Sequence of Strings Appeared on the Screen,find-the-sequence-of-strings-appeared-on-the-screen,https://leetcode.com/problems/find-the-sequence-of-strings-appeared-on-the-screen/,2,79.06,,,
Premier League Table Ranking II,premier-league-table-ranking-ii,https://leetcode.com/problems/premier-league-table-ranking-ii/,2,58.28,,,
Select Cells in Grid With Maximum Score,select-cells-in-grid-with-maximum-score,https://leetcode.com/problems/select-cells-in-grid-with-maximum-score/,3,14.27,,,
Maximum Score of Non-overlapping Intervals,maximum-score-of-non-overlapping-intervals,https://leetcode.com/problems/maximum-score-of-non-overlapping-intervals/,3,30.59,,,
Maximum Number of Moves to Kill All Pawns,maximum-number-of-moves-to-kill-all-pawns,https://leetcode.com/problems/maximum-number-of-moves-to-kill-all-pawns/,3,31.96,,,
Minimum Number of Valid Strings to Form Target I,minimum-number-of-valid-strings-to-form-target-i,https://leetcode.com/problems/minimum-number-of-valid-strings-to-form-target-i/,2,19.88,,,
Remove Methods From Project,remove-methods-from-project,https://leetcode.com/problems/remove-methods-from-project/,2,49.14,,,
Find a Safe Walk Through a Grid,find-a-safe-walk-through-a-grid,https://leetcode.com/problems/find-a-safe-walk-through-a-grid/,2,30.09,,,
Minimum Number of Valid Strings to Form Target II,minimum-number-of-valid-strings-to-form-target-ii,https://leetcode.com/problems/minimum-number-of-valid-strings-to-form-target-ii/,3,17.95,,,
Final Array State After K Multiplication Operations I,final-array-state-after-k-multiplication-operations-i,https://leetcode.com/problems/final-array-state-after-k-multiplication-operations-i/,1,87.13,,,
Final Array State After K Multiplication Operations II,final-array-state-after-k-multiplication-operations-ii,https://leetcode.com/problems/final-array-state-after-k-multiplication-operations-ii/,3,11.68,,,
Check if Two Chessboard Squares Have the Same Color,check-if-two-chessboard-squares-have-the-same-color,https://leetcode.com/problems/check-if-two-chessboard-squares-have-the-same-color/,1,71.75,,,
Premier League Table Ranking,premier-league-table-ranking,https://leetcode.com/problems/premier-league-table-ranking/,1,81.95,,,
Find the Largest Palindrome Divisible by K,find-the-largest-palindrome-divisible-by-k,https://leetcode.com/problems/find-the-largest-palindrome-divisible-by-k/,3,15.24,,,
Maximum XOR Score Subarray Queries,maximum-xor-score-subarray-queries,https://leetcode.com/problems/maximum-xor-score-subarray-queries/,3,41.86,,,
Maximum Value Sum by Placing Three Rooks I,maximum-value-sum-by-placing-three-rooks-i,https://leetcode.com/problems/maximum-value-sum-by-placing-three-rooks-i/,3,15.0,,,
CEO Subordinate Hierarchy,ceo-subordinate-hierarchy,https://leetcode.com/problems/ceo-subordinate-hierarchy/,3,72.09,,,
Find the Count of Good Integers,find-the-count-of-good-integers,https://leetcode.com/problems/find-the-count-of-good-integers/,3,69.75,,,
Count Substrings That Satisfy K-Constraint II,count-substrings-that-satisfy-k-constraint-ii,https://leetcode.com/problems/count-substrings-that-satisfy-k-constraint-ii/,3,21.25,,,
Minimum Number of Increasing Subsequence to Be Removed,minimum-number-of-increasing-subsequence-to-be-removed,https://leetcode.com/problems/minimum-number-of-increasing-subsequence-to-be-removed/,3,42.5,,,
Count Almost Equal Pairs II,count-almost-equal-pairs-ii,https://leetcode.com/problems/count-almost-equal-pairs-ii/,3,26.76,,,
Count Substrings That Satisfy K-Constraint I,count-substrings-that-satisfy-k-constraint-i,https://leetcode.com/problems/count-substrings-that-satisfy-k-constraint-i/,1,77.72,,,
Maximum Value Sum by Placing Three Rooks II,maximum-value-sum-by-placing-three-rooks-ii,https://leetcode.com/problems/maximum-value-sum-by-placing-three-rooks-ii/,3,26.27,,,
Report Spam Message,report-spam-message,https://leetcode.com/problems/report-spam-message/,2,47.4,,,
Customer Purchasing Behavior Analysis,customer-purchasing-behavior-analysis,https://leetcode.com/problems/customer-purchasing-behavior-analysis/,2,37.28,,,
Hash Divided String,hash-divided-string,https://leetcode.com/problems/hash-divided-string/,2,82.9,,,
Alt and Tab Simulation,alt-and-tab-simulation,https://leetcode.com/problems/alt-and-tab-simulation/,2,48.31,,,
Number of Subsequences with Odd Sum,number-of-subsequences-with-odd-sum,https://leetcode.com/problems/number-of-subsequences-with-odd-sum/,2,47.26,,,
Find the Count of Monotonic Pairs I,find-the-count-of-monotonic-pairs-i,https://leetcode.com/problems/find-the-count-of-monotonic-pairs-i/,3,45.72,,,
Count Almost Equal Pairs I,count-almost-equal-pairs-i,https://leetcode.com/problems/count-almost-equal-pairs-i/,2,37.42,,,
Snake in Matrix,snake-in-matrix,https://leetcode.com/problems/snake-in-matrix/,1,81.44,,,
Find the Count of Monotonic Pairs II,find-the-count-of-monotonic-pairs-ii,https://leetcode.com/problems/find-the-count-of-monotonic-pairs-ii/,3,22.74,,,
Time Taken to Mark All Nodes,time-taken-to-mark-all-nodes,https://leetcode.com/problems/time-taken-to-mark-all-nodes/,3,23.89,,,
Minimum Amount of Damage Dealt to Bob,minimum-amount-of-damage-dealt-to-bob,https://leetcode.com/problems/minimum-amount-of-damage-dealt-to-bob/,3,37.71,,,
Odd and Even Transactions,odd-and-even-transactions,https://leetcode.com/problems/odd-and-even-transactions/,2,69.6,,,
Maximum Array Hopping Score II,maximum-array-hopping-score-ii,https://leetcode.com/problems/maximum-array-hopping-score-ii/,2,56.6,,,
Reach End of Array With Max Score,reach-end-of-array-with-max-score,https://leetcode.com/problems/reach-end-of-array-with-max-score/,2,32.3,,,
Alternating Groups III,alternating-groups-iii,https://leetcode.com/problems/alternating-groups-iii/,3,14.81,,,
Maximum Energy Boost From Two Drinks,maximum-energy-boost-from-two-drinks,https://leetcode.com/problems/maximum-energy-boost-from-two-drinks/,2,49.24,,,
Minimum Number of Flips to Make Binary Grid Palindromic II,minimum-number-of-flips-to-make-binary-grid-palindromic-ii,https://leetcode.com/problems/minimum-number-of-flips-to-make-binary-grid-palindromic-ii/,2,24.2,,,
Find the Power of K-Size Subarrays II,find-the-power-of-k-size-subarrays-ii,https://leetcode.com/problems/find-the-power-of-k-size-subarrays-ii/,2,30.28,,,
Find the Power of K-Size Subarrays I,find-the-power-of-k-size-subarrays-i,https://leetcode.com/problems/find-the-power-of-k-size-subarrays-i/,2,62.51,,,
